ORG_ID,WATER_SUPPLIER_NAME,WORKSHEET_NAME,REVIEWED_BY_DWR,REQUIREMENTS_ADDRESSED,WP_WUEDATA_PLAN_ID,YEAR_TYPE,TOTAL_TYPE,TOTAL_VOLUME_2020_AF,TOTAL_VOLUME_2025_AF,TOTAL_VOLUME_2030_AF,TOTAL_VOLUME_2035_AF,TOTAL_VOLUME_2040_AF
123,Bakersfield  City Of,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1031,Third year,Demand totals,17586,17586,17586,17586,17586
433,Calleguas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,452,First year,Demand totals,101316,97728,100033,102807,104075
433,Calleguas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,452,Second year,Supply totals,123164,130180,130749,130073,130502
433,Calleguas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,452,Second year,Demand totals,101316,97728,100033,102807,104075
433,Calleguas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,452,Third year,Supply totals,123164,130180,130749,130073,130502
433,Calleguas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,452,Third year,Demand totals,101316,97728,100033,102807,104075
433,Calleguas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,452,First year,Supply totals,123164,130180,130749,130073,130502
433,Calleguas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,452,Fourth year (optional),Demand totals,,,,,
433,Calleguas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,452,Fifth year (optional),Supply totals,,,,,
433,Calleguas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,452,Fifth year (optional),Demand totals,,,,,
433,Calleguas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,452,Sixth year (optional),Supply totals,,,,,
433,Calleguas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,452,Sixth year (optional),Demand totals,,,,,
433,Calleguas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,452,Fourth year (optional),Supply totals,,,,,
495,Casitas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2197,Sixth year (optional),Supply totals,,,,,
495,Casitas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2197,Sixth year (optional),Demand totals,,,,,
495,Casitas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2197,First year,Demand totals,20840,20840,20840,20840,20840
495,Casitas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2197,Second year,Supply totals,20840,20840,20840,20840,20840
495,Casitas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2197,Second year,Demand totals,20840,20840,20840,20840,20840
495,Casitas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2197,Third year,Supply totals,20840,20840,20840,20840,20840
495,Casitas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2197,Third year,Demand totals,20840,20840,20840,20840,20840
495,Casitas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2197,Fourth year (optional),Supply totals,,,,,
495,Casitas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2197,Fourth year (optional),Demand totals,,,,,
495,Casitas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2197,First year,Supply totals,20840,20840,20840,20840,20840
495,Casitas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2197,Fifth year (optional),Demand totals,,,,,
495,Casitas Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2197,Fifth year (optional),Supply totals,,,,,
496,Castaic Lake Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1036,Sixth year (optional),Demand totals,,,,,
496,Castaic Lake Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1036,Sixth year (optional),Supply totals,,,,,
496,Castaic Lake Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1036,Fifth year (optional),Demand totals,,,,,
496,Castaic Lake Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1036,Fifth year (optional),Supply totals,,,,,
496,Castaic Lake Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1036,Fourth year (optional),Demand totals,22750,27050,32850,36650,39350
496,Castaic Lake Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1036,First year,Supply totals,69987,72078,83204,85181,85181
496,Castaic Lake Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1036,Third year,Demand totals,22750,27050,32850,36650,39350
496,Castaic Lake Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1036,Third year,Supply totals,69987,72078,83204,85181,85181
496,Castaic Lake Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1036,Second year,Demand totals,22750,27050,32850,36650,39350
496,Castaic Lake Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1036,Second year,Supply totals,69987,72078,83204,85181,85181
496,Castaic Lake Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1036,First year,Demand totals,22750,27050,32850,36650,39350
496,Castaic Lake Water Agency,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1036,Fourth year (optional),Supply totals,69987,72078,83204,85181,85181
510,Central Basin Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2161,Fourth year (optional),Demand totals,,,,,
510,Central Basin Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2161,Fourth year (optional),Supply totals,,,,,
510,Central Basin Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2161,Third year,Demand totals,306386,308438,310849,310487,311537
510,Central Basin Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2161,Third year,Supply totals,307980,312241,315493,316737,317981
510,Central Basin Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2161,Second year,Demand totals,306386,308438,310849,310487,311537
510,Central Basin Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2161,Second year,Supply totals,307980,312241,315493,316737,317981
510,Central Basin Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2161,First year,Demand totals,306386,308438,310849,310487,311537
510,Central Basin Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2161,First year,Supply totals,307980,312241,315493,316737,317981
510,Central Basin Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2161,Sixth year (optional),Demand totals,,,,,
510,Central Basin Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2161,Sixth year (optional),Supply totals,,,,,
510,Central Basin Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2161,Fifth year (optional),Demand totals,,,,,
510,Central Basin Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2161,Fifth year (optional),Supply totals,,,,,
514,Central Coast Water Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,273,First year,Demand totals,8849,8451,8053,7654,7256
514,Central Coast Water Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,273,Second year,Supply totals,8769,8371,7973,7575,7177
514,Central Coast Water Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,273,Second year,Demand totals,8769,8371,7973,7575,7177
514,Central Coast Water Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,273,Third year,Supply totals,8690,8292,7893,7495,7097
514,Central Coast Water Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,273,Third year,Demand totals,8690,8292,7893,7495,7097
514,Central Coast Water Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,273,First year,Supply totals,8849,8451,8053,7654,7256
514,Central Coast Water Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,273,Fourth year (optional),Demand totals,,,,,
514,Central Coast Water Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,273,Fifth year (optional),Supply totals,,,,,
514,Central Coast Water Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,273,Fifth year (optional),Demand totals,,,,,
514,Central Coast Water Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,273,Sixth year (optional),Supply totals,,,,,
514,Central Coast Water Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,273,Sixth year (optional),Demand totals,,,,,
514,Central Coast Water Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,273,Fourth year (optional),Supply totals,,,,,
546,Chino Basin Desalter Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,474,First year,Supply totals,40000,40000,40000,40000,40000
546,Chino Basin Desalter Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,474,First year,Demand totals,40000,40000,40000,40000,40000
546,Chino Basin Desalter Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,474,Second year,Supply totals,40000,40000,40000,40000,40000
546,Chino Basin Desalter Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,474,Second year,Demand totals,40000,40000,40000,40000,40000
546,Chino Basin Desalter Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,474,Third year,Supply totals,40000,40000,40000,40000,40000
546,Chino Basin Desalter Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,474,Third year,Demand totals,40000,40000,40000,40000,40000
546,Chino Basin Desalter Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,474,Fourth year (optional),Supply totals,,,,,
546,Chino Basin Desalter Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,474,Fourth year (optional),Demand totals,,,,,
546,Chino Basin Desalter Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,474,Fifth year (optional),Supply totals,,,,,
546,Chino Basin Desalter Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,474,Fifth year (optional),Demand totals,,,,,
546,Chino Basin Desalter Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,474,Sixth year (optional),Demand totals,,,,,
546,Chino Basin Desalter Authority,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,474,Sixth year (optional),Supply totals,,,,,
613,Contra Costa Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,837,First year,Demand totals,163690,170360,177630,185030,191020
613,Contra Costa Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,837,First year,Supply totals,191000,198500,206400,208200,208500
613,Contra Costa Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,837,Sixth year (optional),Demand totals,,,,,
613,Contra Costa Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,837,Sixth year (optional),Supply totals,,,,,
613,Contra Costa Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,837,Fifth year (optional),Demand totals,,,,,
613,Contra Costa Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,837,Second year,Supply totals,164100,170500,177630,185030,191020
613,Contra Costa Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,837,Fourth year (optional),Demand totals,,,,,
613,Contra Costa Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,837,Fourth year (optional),Supply totals,,,,,
613,Contra Costa Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,837,Third year,Demand totals,163690,170360,177630,185030,191020
613,Contra Costa Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,837,Third year,Supply totals,163690,170360,177630,185030,191020
613,Contra Costa Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,837,Second year,Demand totals,163690,170360,177630,185030,191020
613,Contra Costa Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,837,Fifth year (optional),Supply totals,,,,,
785,East Orange County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2195,Second year,Supply totals,4948,5228,5508,5788,6068
785,East Orange County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2195,Second year,Demand totals,4948,5228,5508,5788,6068
785,East Orange County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2195,Third year,Supply totals,4948,5228,5508,5788,6068
785,East Orange County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2195,Third year,Demand totals,4948,5228,5508,5788,6068
785,East Orange County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2195,Fourth year (optional),Supply totals,,,,,
785,East Orange County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2195,First year,Demand totals,4948,5228,5508,5788,6068
785,East Orange County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2195,Fifth year (optional),Supply totals,,,,,
785,East Orange County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2195,Fifth year (optional),Demand totals,,,,,
785,East Orange County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2195,Sixth year (optional),Supply totals,,,,,
785,East Orange County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2195,Sixth year (optional),Demand totals,,,,,
785,East Orange County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2195,First year,Supply totals,4948,5228,5508,5788,6068
785,East Orange County Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2195,Fourth year (optional),Demand totals,,,,,
794,Eastern Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,783,First year,Supply totals,58500,66200,70700,75200,79300
794,Eastern Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,783,First year,Demand totals,58500,66200,70700,75200,79300
794,Eastern Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,783,Second year,Supply totals,48500,54700,58200,61700,64900
794,Eastern Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,783,Second year,Demand totals,48500,54700,58200,61700,64900
794,Eastern Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,783,Third year,Supply totals,52000,57400,61100,64600,68000
794,Eastern Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,783,Third year,Demand totals,52000,57400,61100,64600,68000
794,Eastern Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,783,Fourth year (optional),Supply totals,,,,,
794,Eastern Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,783,Fourth year (optional),Demand totals,,,,,
794,Eastern Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,783,Fifth year (optional),Supply totals,,,,,
794,Eastern Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,783,Fifth year (optional),Demand totals,,,,,
794,Eastern Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,783,Sixth year (optional),Demand totals,,,,,
794,Eastern Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,783,Sixth year (optional),Supply totals,,,,,
909,Foothill Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,457,Sixth year (optional),Demand totals,,,,,
909,Foothill Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,457,Sixth year (optional),Supply totals,,,,,
909,Foothill Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,457,Fifth year (optional),Demand totals,,,,,
909,Foothill Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,457,Fifth year (optional),Supply totals,,,,,
909,Foothill Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,457,Fourth year (optional),Demand totals,,,,,
909,Foothill Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,457,First year,Demand totals,7292,7753,8010,8262,8538
909,Foothill Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,457,Third year,Demand totals,8488,9025,9324,9618,9939
909,Foothill Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,457,Third year,Supply totals,8488,9025,9324,9618,9939
909,Foothill Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,457,Second year,Demand totals,8068,8578,8862,9142,9447
909,Foothill Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,457,Second year,Supply totals,8068,8578,8862,9142,9447
909,Foothill Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,457,First year,Supply totals,7292,7753,8010,8262,8538
909,Foothill Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,457,Fourth year (optional),Supply totals,,,,,
1209,Humboldt Bay Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,434,Sixth year (optional),Demand totals,,,,,
1209,Humboldt Bay Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,434,Sixth year (optional),Supply totals,,,,,
1209,Humboldt Bay Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,434,Fifth year (optional),Demand totals,,,,,
1209,Humboldt Bay Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,434,Fifth year (optional),Supply totals,,,,,
1209,Humboldt Bay Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,434,Fourth year (optional),Demand totals,,,,,
1209,Humboldt Bay Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,434,First year,Supply totals,84000,84000,84000,84000,
1209,Humboldt Bay Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,434,Third year,Demand totals,22145,33895,45581,57290,
1209,Humboldt Bay Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,434,Third year,Supply totals,84000,84000,84000,84000,
1209,Humboldt Bay Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,434,Second year,Demand totals,22145,33895,45581,57290,
1209,Humboldt Bay Municipal Water District,Table 7-4 Wholesale: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,434,Second year,Supply totals,84000,84000,84000,84000,
