ORG_ID,WATER_SUPPLIER_NAME,WORKSHEET_NAME,REVIEWED_BY_DWR,REQUIREMENTS_ADDRESSED,TOTAL_TYPE,TOTAL_VOLUME_2020_AF,TOTAL_VOLUME_2025_AF,TOTAL_VOLUME_2030_AF,TOTAL_VOLUME_2035_AF,TOTAL_VOLUME_2040_AF
107,Atascadero Mutual Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,6458.505169,6782.641104,6990.527567,7235.394128,7484.0968
117,Azusa Light and Water,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,20551,21003,21474,21944,22434
117,Azusa Light and Water,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,38450,38450,38450,38450,38450
123,Bakersfield  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,47629,51865,56495,58556,67091
123,Bakersfield  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,47629,51865,56495,58556,67091
124,Bakman Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,4336.338532,4759.845055,5229.384896,5683.580298,6180.74013
124,Bakman Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4335.110977,4760.458833,5229.078008,5684.807853,6181.660796
129,Banning  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,13384,14410,15335,16340,17347
129,Banning  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,13659,15218,15102,14998,14998
159,Beaumont - Cherry Valley Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,18112,20881,24021,26843,28960
159,Beaumont - Cherry Valley Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,18112,20881,24021,26843,28960
167,Bella Vista Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,16363,17113,17897,18718,19575
167,Bella Vista Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,31124,31124,31934,31934,32744
170,Bellflower - Somerset Mutual Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5570,5604,5640,5676,5718
170,Bellflower - Somerset Mutual Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5570,5604,5640,5676,5718
178,Benicia  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,12240,11536,11312,11521,11674
178,Benicia  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,32906,32906,32906,32906,32906
193,Beverly Hills  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,11104,11182,11262,11344,11428
193,Beverly Hills  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,11104,11181,11261,11345,11428
197,Big Bear Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1163,1220,1281,1344,0
197,Big Bear Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,1163,1220,1281,1344,0
198,Big Bear Lake  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,2169,2246,2326,2408,2494
198,Big Bear Lake  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2169,2246,2326,2408.1,2493.7
241,Blythe  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,6900,6900,6900,6900,6900
241,Blythe  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3641,3781,3930,4093,4247
262,Brawley  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,6159.257915,6220.635672,6282.013429,6343.391186,0
262,Brawley  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4391.578513,4434.542943,4480.576261,4523.540691,0
263,Brea  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,9823,10446,10461,10481,10452
263,Brea  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,9823,10446,10461,10481,10452
264,Brentwood  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,13837.45407,15053.33956,16342.5312,17710.49078,19163.08702
264,Brentwood  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,21034.15732,21267.3928,21497.55939,21730.79487,21960.96145
283,Buena Park  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,13770,14782,14883,14879,14900
283,Buena Park  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,13770,14782,14883,14879,14900
285,Burbank  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,28521,28130,27858,27440,27250
285,Burbank  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,28521,28130,27858,27440,27250
286,Burlingame  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5858.506906,5858.506906,5858.506906,5858.506906,5858.506906
286,Burlingame  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5364.415962,5490.240364,5640.615868,5815.542476,6002.744635
351,Calaveras County Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,14362,21551,28622,36419,45632
351,Calaveras County Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,110597,110729,110861,110993,111128
353,Calexico  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,12546,12546,12546,12546,12546
353,Calexico  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,7655,8668,9679,10691,11704
368,California American Water Company - Los Angeles Division,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,No,Supply totals,21943,22505,23056,23629,0
368,California American Water Company - Los Angeles Division,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,No,Demand totals,21943,22505,23056,23629,0
369,California American Water Company - Monterey District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,17643,17831,18021,18211,0
369,California American Water Company - Monterey District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,22187,16057,16057,16057,0
372,California American Water Company - Sacramento District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,No,Supply totals,42290,45244,48730,52926,0
372,California American Water Company - Sacramento District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,No,Demand totals,42290,45244,48730,52926,0
373,California American Water Company - San Diego District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,No,Supply totals,12354.9,13232.5,13623.757,14027.853,0
373,California American Water Company - San Diego District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,No,Demand totals,12354.2,13232.5,13623.7,14027.279,0
376,California American Water Company - Ventura District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,No,Demand totals,16946,17137,17331,17527,0
376,California American Water Company - Ventura District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,No,Supply totals,16946,17137,17331,17527,0
378,California City,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,6125.500149,6386.355616,6650.279971,6917.273214,7742.804046
378,California City,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,9531.965662,9565.723428,9599.481195,9633.238961,9737.581148
384,California Water Service Company Antelope Valley,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,968,988.2555055,1019,1050,1084
384,California Water Service Company Antelope Valley,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,968,988,1019,1050,1084
386,California Water Service Company Bakersfield,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,77782,81878,86191,90019,94088
386,California Water Service Company Bakersfield,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,77782,81878,86191,90019,94088
387,California Water Service Company Bear Gulch,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,14367,14378,14496,14643,14811
387,California Water Service Company Bear Gulch,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,14367,14378,14496,14643,14811
388,California Water Service Company Chico District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,29397,32162,33981,35916,37974
388,California Water Service Company Chico District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,29397,32162,33981,35916,37974
390,"California Water Service Company Dixon, City of",Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,1596,1615,1644,1682,1726
390,"California Water Service Company Dixon, City of",Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1596,1615,1644,1682,1726
391,California Water Service Company Dominguez,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,42746,43501,44516,45671,46971
391,California Water Service Company Dominguez,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,42746,43501,44516,45671,46971
392,California Water Service Company East Los Angeles,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,17468,17240,17098,16960,16861
392,California Water Service Company East Los Angeles,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,17468,17240,17098,16960,16861
396,California Water Service Company Hermosa/Redondo,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,12641,12540,12577,12645,12747
396,California Water Service Company Hermosa/Redondo,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,12641,12540,12577,12645,12747
397,California Water Service Company Kern River Valley,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,950,942,940,942,947
397,California Water Service Company Kern River Valley,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,950,942,940,942,947
398,California Water Service Company King City,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,1883,1971,2082,2212,2361
398,California Water Service Company King City,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1883,1971,2082,2212,2361
401,California Water Service Company Livermore,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,11946,12457,12507,12418,12346
401,California Water Service Company Livermore,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,11946,12457,12507,12418,12346
402,California Water Service Company Los Altos/Suburban,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,14376,14451,14579,14741,14934
402,California Water Service Company Los Altos/Suburban,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,14376,14451,14579,14741,14934
405,California Water Service Company Marysville,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,2553,2550,2555,2564,2577
405,California Water Service Company Marysville,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2553,2550,2555,2564,2577
420,California Water Service Company Mid Peninsula,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,17298,17322,17489,17736,18055
420,California Water Service Company Mid Peninsula,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,17298,17322,17489,17736,18055
412,California Water Service Company Oroville,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3199,3327,3466,3545,3595
412,California Water Service Company Oroville,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,3199,3327,3466,3545,3595
413,California Water Service Company Palos Verdes,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,20660,20461,20435,20421,20435
413,California Water Service Company Palos Verdes,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,20660,20461,20435,20421,20435
416,California Water Service Company Redwood Valley,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,403,399,404,404,412
416,California Water Service Company Redwood Valley,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,403,399,404,404,412
417,California Water Service Company Salinas District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,19180,19946,20906,21967,23154
417,California Water Service Company Salinas District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,19180,19946,20906,21967,23154
421,California Water Service Company Selma,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,6452,6872,7322,7802,8315
421,California Water Service Company Selma,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,6452,6872,7322,7802,8315
422,California Water Service Company South San Francisco,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,8560,8580,8662,8770,8901
422,California Water Service Company South San Francisco,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,8560,8580,8662,8770,8901
424,California Water Service Company Stockton,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,29642,29772,30040,30361,30740
424,California Water Service Company Stockton,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,29642,29772,30040,30361,30740
427,California Water Service Company Visalia,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,34936,39818,45092,49959,54987
427,California Water Service Company Visalia,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,34936,39818,45092,49959,54987
428,California Water Service Company Westlake,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,8821,8849,8871,8886,8909
428,California Water Service Company Westlake,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,8821,8849,8871,8886,8909
429,California Water Service Company Willows,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1785,1924,2064,2096,2115
429,California Water Service Company Willows,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,1785,1924,2064,2096,2115
443,Camarillo  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,10572,10749,10932,11117,0
443,Camarillo  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,10573,10751,10932,11117,0
445,Cambria Community Service District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1345,1363,1386,1424,1420.7
445,Cambria Community Service District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,1345,1363,1386,1424,1420
467,Camrosa Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Under Review,N/A,Demand totals,15941,15587,15987,16113,0
467,Camrosa Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Under Review,N/A,Supply totals,24450,28830,28930,28930,0
478,Carlsbad Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,28526,29696,29984,30450,30474
478,Carlsbad Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,23085,24255,24543,24822,24846
481,Carmichael Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,41473,41473,41473,41473,41473
481,Carmichael Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,10374,10300,10226,10151,10334
485,Carpinteria Valley Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,4620,4620,4620,4620,4620
485,Carpinteria Valley Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4148,4163,4177,4192,4205
2212,Castaic Lake Water Agency Santa Clarita Water Division,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,46396,48543,47296,47596,48258
2212,Castaic Lake Water Agency Santa Clarita Water Division,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,28400,29100,29900,30800,32400
522,Ceres  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,10756.45191,13015.15337,15261.57928,18431.74043,0
522,Ceres  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,10756.45191,13013.98719,15263.02166,18431.95525,0
524,Cerritos  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,11831,11866,11902,11938,11974
524,Cerritos  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,11830.532,11866.21323,11902.04433,11938.02592,11974.15863
545,Chino  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,31565,29901,29584,29600,29615
545,Chino  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,23054,22824,23868,24771,27196
547,Chino Hills  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,33107,33107,33107,33107,0
547,Chino Hills  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,20770,23505,23931,24807,0
2979,"Chowchilla, City of Water Department",Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5149.593812,6898.859887,8467.061578,10701.21193,11661.77383
2979,"Chowchilla, City of Water Department",Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5149.593812,6898.859887,8467.061578,10701.21193,11661.77383
561,Citrus Heights Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,16969,17383,17798,18210,0
561,Citrus Heights Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,16969,17383,17798,18210,0
572,Cloverdale  City of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,1405.550635,1402.481747,1402.481747,1411.688411,1420.895075
572,Cloverdale  City of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1404.424438,1401.51448,1403.960094,1411.979377,1421.266418
574,Clovis  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,56095,63194,64354,67952,0
574,Clovis  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,39213,43082,49448,54756,0
575,Coachella  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,12496.51133,15967.42348,20405.03531,26073.27117,0
575,Coachella  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,12496.51133,15967.42348,20405.03531,26073.27117,0
577,Coachella Valley Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,128900,163800,188500,212800,230600
577,Coachella Valley Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,128900,163800,188500,212800,230600
583,Coastside County Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,3068.88785,3068.88785,3068.88785,3068.88785,3068.88785
583,Coastside County Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2059.223747,2028.534869,1988.639327,2053.085972,2123.670392
596,Colton  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,12608,13000,13770,14853,14853
596,Colton  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,10458,11301,11979,12698,13462
607,Compton  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,7953,8067,8178,8289,0
607,Compton  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,9407,9407,9407,9407,0
613,Contra Costa Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,100490,103360,106330,109830,113120
613,Contra Costa Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,100490,103360,106330,109830,113120
618,Corcoran  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5941.366878,6064.122392,6186.877906,6318.840083,0
618,Corcoran  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,477822.7694,477822.7694,477822.7694,477822.7694,0
624,Corona  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,56396,56396,56396,56396,56396
624,Corona  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,38972,38953,38994,39075,39075
644,Covina  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5704.52,5762.48,5821.04,5880.22,5939.97
644,Covina  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5704.51,5762.49,5821.05,5880.21,5939.98
649,Crescent City,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2381.456972,2424.421402,2455.11028,2461.248056,0
649,Crescent City,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,2381.456972,2424.421402,2455.11028,2461.248056,0
651,Crescenta Valley Community Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,4070,5115,5282,5430,5600
651,Crescenta Valley Community Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4070,4194,4300,4408,4520
654,Crestline Village Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,639.887505,670.9205625,703.5353464,737.8122055,0
654,Crestline Village Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,641.4967795,674.2194605,708.6088082,744.7566499,0
664,Cucamonga Valley Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,64700,67300,69900.00001,69900.0001,0
664,Cucamonga Valley Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,64700,67300,69900,69900,0
673,Daly City,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,15553.12362,15553.12362,15553.12362,15553.12362,15553.12362
673,Daly City,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,8875.223662,8832.259232,8764.7437,8752.468148,8988.772513
678,Davis  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,13492,13971,13560,13560,0
