ORG_ID,WATER_SUPPLIER_NAME,WORKSHEET_NAME,REVIEWED_BY_DWR,REQUIREMENTS_ADDRESSED,WP_WUEDATA_PLAN_ID,YEAR_TYPE,TOTAL_TYPE,TOTAL_VOLUME_2020_AF,TOTAL_VOLUME_2025_AF,TOTAL_VOLUME_2030_AF,TOTAL_VOLUME_2035_AF,TOTAL_VOLUME_2040_AF
55,Amador Water Agency,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2283,Sixth year (optional),Supply totals,,,,,
57,American Canyon  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,173,Fifth year (optional),Supply totals,,,,,
57,American Canyon  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,173,Sixth year (optional),Supply totals,,,,,
57,American Canyon  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,173,Sixth year (optional),Demand totals,,,,,
57,American Canyon  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,173,First year,Supply totals,5387,5979,6184,6695,6695
57,American Canyon  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,173,First year,Demand totals,4412,4768,5249,6037,6328
57,American Canyon  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,173,Fifth year (optional),Demand totals,,,,,
57,American Canyon  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,173,Second year,Demand totals,4412,4768,5249,6037,6328
57,American Canyon  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,173,Third year,Supply totals,5287,5879,6084,6595,6595
57,American Canyon  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,173,Third year,Demand totals,4412,4768,5249,6037,6328
57,American Canyon  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,173,Fourth year (optional),Supply totals,,,,,
57,American Canyon  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,173,Fourth year (optional),Demand totals,,,,,
57,American Canyon  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,173,Second year,Supply totals,5387,5979,6184,6695,6695
64,Anaheim  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,901,First year,Demand totals,65774,70605,71089,71070,71172
64,Anaheim  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,901,Second year,Supply totals,65774,70605,71089,71070,71172
64,Anaheim  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,901,Second year,Demand totals,65774,70605,71089,71070,71172
64,Anaheim  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,901,Third year,Supply totals,65774,70605,71089,71070,71172
64,Anaheim  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,901,Third year,Demand totals,65774,70605,71089,71070,71172
64,Anaheim  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,901,First year,Supply totals,65774,70605,71089,71070,71172
64,Anaheim  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,901,Fourth year (optional),Demand totals,,,,,
64,Anaheim  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,901,Fifth year (optional),Supply totals,,,,,
64,Anaheim  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,901,Fifth year (optional),Demand totals,,,,,
64,Anaheim  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,901,Sixth year (optional),Supply totals,,,,,
64,Anaheim  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,901,Sixth year (optional),Demand totals,,,,,
64,Anaheim  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,901,Fourth year (optional),Supply totals,,,,,
66,Anderson  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1950,First year,Supply totals,2407,2511,2594,2667,
66,Anderson  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1950,First year,Demand totals,2407,2511,2594,2667,
66,Anderson  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1950,Second year,Supply totals,2407,2511,2594,2667,
66,Anderson  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1950,Second year,Demand totals,2407,2511,2594,2667,
66,Anderson  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1950,Third year,Supply totals,2407,2511,2594,2667,
66,Anderson  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1950,Third year,Demand totals,2407,2511,2594,2667,
66,Anderson  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1950,Fourth year (optional),Supply totals,,,,,
66,Anderson  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1950,Fourth year (optional),Demand totals,,,,,
66,Anderson  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1950,Fifth year (optional),Supply totals,,,,,
66,Anderson  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1950,Fifth year (optional),Demand totals,,,,,
66,Anderson  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1950,Sixth year (optional),Demand totals,,,,,
66,Anderson  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1950,Sixth year (optional),Supply totals,,,,,
82,Antioch  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,231,Sixth year (optional),Demand totals,,,,,
82,Antioch  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,231,Sixth year (optional),Supply totals,,,,,
82,Antioch  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,231,Fifth year (optional),Demand totals,,,,,
82,Antioch  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,231,Fifth year (optional),Supply totals,,,,,
82,Antioch  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,231,Fourth year (optional),Demand totals,,,,,
82,Antioch  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,231,First year,Demand totals,21129.29285,22273.98802,22976.76333,23734.77863,24529.62059
82,Antioch  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,231,Third year,Demand totals,19116.10242,20196.35094,20828.54184,21067.91509,21074.05287
82,Antioch  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,231,Third year,Supply totals,19116.10242,20196.35094,20828.54184,21067.91509,21074.05287
82,Antioch  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,231,Second year,Demand totals,21129.29285,22273.98802,22976.76333,23289.78989,23148.62105
82,Antioch  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,231,First year,Supply totals,21129.29285,22273.98802,22976.76333,23734.77863,24529.62059
82,Antioch  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,231,Second year,Supply totals,21129.29285,22273.98802,22976.76333,23289.78989,23148.62105
82,Antioch  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,231,Fourth year (optional),Supply totals,,,,,
87,Apple Valley Ranchos Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,879,First year,Demand totals,16578,17856,19213,20547,21713
87,Apple Valley Ranchos Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,879,Third year,Demand totals,12916,13911,14969,16008,16916
87,Apple Valley Ranchos Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,879,Sixth year (optional),Demand totals,,,,,
87,Apple Valley Ranchos Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,879,Sixth year (optional),Supply totals,,,,,
87,Apple Valley Ranchos Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,879,Fifth year (optional),Demand totals,,,,,
87,Apple Valley Ranchos Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,879,Fifth year (optional),Supply totals,,,,,
87,Apple Valley Ranchos Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,879,Fourth year (optional),Demand totals,,,,,
87,Apple Valley Ranchos Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,879,Fourth year (optional),Supply totals,,,,,
87,Apple Valley Ranchos Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,879,First year,Supply totals,16578,17856,19213,20547,21713
87,Apple Valley Ranchos Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,879,Third year,Supply totals,12916,13911,14969,16008,16916
87,Apple Valley Ranchos Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,879,Second year,Demand totals,16605,17885,19244,20581,21748
87,Apple Valley Ranchos Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,879,Second year,Supply totals,16605,17885,19244,20581,21748
93,Arcadia  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,876,Sixth year (optional),Demand totals,,,,,
93,Arcadia  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,876,Sixth year (optional),Supply totals,,,,,
93,Arcadia  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,876,Fifth year (optional),Demand totals,,,,,
93,Arcadia  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,876,Fifth year (optional),Supply totals,,,,,
93,Arcadia  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,876,Fourth year (optional),Demand totals,,,,,
93,Arcadia  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,876,First year,Supply totals,14160,14524,14896,15278,15669
93,Arcadia  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,876,Third year,Demand totals,15057,15443,15839,16245,16661
93,Arcadia  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,876,Third year,Supply totals,15057,15443,15839,16245,16661
93,Arcadia  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,876,Second year,Demand totals,14831,15211,15601,16001,16411
93,Arcadia  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,876,Second year,Supply totals,14831,15211,15601,16001,16411
93,Arcadia  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,876,First year,Demand totals,14160,14524,14896,15278,15669
93,Arcadia  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,876,Fourth year (optional),Supply totals,,,,,
94,Arcata  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1150,First year,Demand totals,2243.357018,2418.283626,2513.419149,2614.692448,2725.172411
94,Arcata  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1150,Second year,Supply totals,4201.307467,4201.307467,4201.307467,4201.307467,4201.307467
94,Arcata  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1150,Second year,Demand totals,2243.357018,2418.283626,2513.419149,2614.692448,2725.172411
94,Arcata  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1150,Third year,Supply totals,4201.307467,4201.307467,4201.307467,4201.307467,4201.307467
94,Arcata  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1150,Third year,Demand totals,2243.357018,2418.283626,2513.419149,2614.692448,2725.172411
94,Arcata  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1150,Fourth year (optional),Supply totals,,,,,
94,Arcata  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1150,Fourth year (optional),Demand totals,,,,,
94,Arcata  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1150,Fifth year (optional),Supply totals,,,,,
94,Arcata  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1150,Fifth year (optional),Demand totals,,,,,
94,Arcata  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1150,Sixth year (optional),Supply totals,,,,,
94,Arcata  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1150,First year,Supply totals,4201.307467,4201.307467,4201.307467,4201.307467,4201.307467
94,Arcata  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,1150,Sixth year (optional),Demand totals,,,,,
99,Arroyo Grande  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,916,First year,Demand totals,2867,2949,3052,3096,
99,Arroyo Grande  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,916,First year,Supply totals,3813,3813,3813,3813,
99,Arroyo Grande  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,916,Second year,Supply totals,3813,3813,3813,3813,
99,Arroyo Grande  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,916,Second year,Demand totals,2867,2949,3052,3096,
99,Arroyo Grande  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,916,Third year,Supply totals,3584,3584,3584,3584,
99,Arroyo Grande  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,916,Third year,Demand totals,2867,2949,3052,3096,
99,Arroyo Grande  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,916,Fourth year (optional),Supply totals,,,,,
99,Arroyo Grande  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,916,Fourth year (optional),Demand totals,,,,,
99,Arroyo Grande  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,916,Fifth year (optional),Supply totals,,,,,
99,Arroyo Grande  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,916,Sixth year (optional),Supply totals,,,,,
99,Arroyo Grande  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,916,Sixth year (optional),Demand totals,,,,,
99,Arroyo Grande  City Of,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,916,Fifth year (optional),Demand totals,,,,,
102,Arvin Community Service District,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2277,Sixth year (optional),Demand totals,,,,,
102,Arvin Community Service District,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2277,Sixth year (optional),Supply totals,,,,,
102,Arvin Community Service District,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2277,Fifth year (optional),Demand totals,,,,,
102,Arvin Community Service District,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2277,Fifth year (optional),Supply totals,,,,,
102,Arvin Community Service District,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2277,Fourth year (optional),Demand totals,,,,,
102,Arvin Community Service District,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2277,First year,Supply totals,3559.909906,4112.309719,4756.776168,5523.99813,6413.975607
102,Arvin Community Service District,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2277,Third year,Demand totals,2669.93243,3084.232289,3569.11657,4142.998598,4812.016149
102,Arvin Community Service District,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2277,Third year,Supply totals,3559.909906,4112.309719,4756.776168,5523.99813,6413.975607
102,Arvin Community Service District,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2277,Second year,Demand totals,3025.92342,3495.463261,4044.794186,4695.398411,5453.413709
102,Arvin Community Service District,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2277,Second year,Supply totals,3559.909906,4112.309719,4756.776168,5523.99813,6413.975607
102,Arvin Community Service District,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2277,First year,Demand totals,3203.918915,3701.078747,4281.098551,4971.598317,5772.578046
102,Arvin Community Service District,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,2277,Fourth year (optional),Supply totals,,,,,
107,Atascadero Mutual Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,995,Second year,Demand totals,6803.724363,7125.957588,7334.641962,7580.15299,7828.732905
107,Atascadero Mutual Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,995,Second year,Supply totals,6803.724363,7125.957588,7334.641962,7580.15299,7828.732905
107,Atascadero Mutual Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,995,First year,Demand totals,6803.724363,7125.957588,7334.641962,7580.15299,7828.732905
107,Atascadero Mutual Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,995,First year,Supply totals,6803.724363,7125.957588,7334.641962,7580.15299,7828.732905
107,Atascadero Mutual Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,995,Sixth year (optional),Demand totals,,,,,
107,Atascadero Mutual Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,995,Third year,Supply totals,6803.724363,7125.957588,7334.641962,7580.15299,7828.732905
107,Atascadero Mutual Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,995,Fifth year (optional),Demand totals,,,,,
107,Atascadero Mutual Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,995,Fifth year (optional),Supply totals,,,,,
107,Atascadero Mutual Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,995,Fourth year (optional),Demand totals,,,,,
107,Atascadero Mutual Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,995,Fourth year (optional),Supply totals,,,,,
107,Atascadero Mutual Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,995,Third year,Demand totals,6803.724363,7125.957588,7334.641962,7580.15299,7828.732905
107,Atascadero Mutual Water Company,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,995,Sixth year (optional),Supply totals,,,,,
117,Azusa Light and Water,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,604,Sixth year (optional),Demand totals,,,,,
117,Azusa Light and Water,Table 7-4 Retail: Multiple Dry Years Supply and Demand Comparison,Yes,Yes,604,Sixth year (optional),Supply totals,,,,,
